Phylum,Class,Order,Family,Species,Type,Wavelength,Band,Oil,Nocturnal Activity,Diurnal Activity,Source
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Rod,505,Rod,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,570,LWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,570,LWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus europaeus,Cone,406,SWS,,Y,N,Ödeen & Håstad (2003) http://dx.doi.org/10.1093/molbev/msg108
Chordata,Aves,Casuariiformes,Casuariidae,Dromiceius novae-hollandiae,Rod,502,Rod,,N,Y,Sillman et al. 1981
Chordata,Aves,Casuariiformes,Casuariidae,Dromiceius novae-hollandiae,Cone,567,LWS,,N,Y,Sillman et al. 1981
Chordata,Aves,Charadriiformes,Laridae,Larus atricilla,Rod,508,Rod,,Y,Y,Liebman 1972
Chordata,Aves,Charadriiformes,Laridae,Larus atricilla,Cone,568,,,Y,Y,Liebman 1972
Chordata,Aves,Columbiformes,Columbidae,Columba livia,Cone,409,UVS,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Columbiformes,Columbidae,Columba livia,Cone,453,SWS,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Columbiformes,Columbidae,Columba livia,Rod,506,Rod,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Columbiformes,Columbidae,Columba livia,Cone,507,MWS,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Columbiformes,Columbidae,Columba livia,Cone,567,LWS,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Cone,418,UVS,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Cone,450,SWS,446,Y,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Cone,505,MWS,511,Y,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Rod,505,Rod,,Y,Y,Bowmaker et al. 1993
Chordata,Aves,Galliformes,Phasianidae,Coturnix coturnix,Cone,567,LWS,566,Y,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Cone,418,UVS,,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Cone,455,SWS,443,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Rod,506,Rod,,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Cone,507,MWS,505,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
Chordata,Aves,Galliformes,Phasianidae,Gallus gallus,Cone,569,LWS,561,N,Y,Bowaker et al. 1993; Hart & Vorobyev 2005
Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Cone,420,UVS,,N,Y,Criscitelli et al. 1964
Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Cone,459,SWS,,N,Y,Criscitelli et al. 1964
Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Rod,504,Rod,,N,Y,Criscitelli et al. 1964
Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Cone,505,MWS,,N,Y,Criscitelli et al. 1964
Chordata,Aves,Galliformes,Phasianidae,Meleagris gallopavo,Cone,563,LWS,,N,Y,Criscitelli et al. 1964
Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Cone,424,UVS,,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Cone,457,SWS,449,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Rod,504,Rod,,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Cone,505,MWS,511,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
Chordata,Aves,Galliformes,Phasianidae,Pavo cristatus,Cone,566,LWS,569,N,Y,Hart & Vorobyeve 2005; Hart 2002;Macedonia et al. 2009
Chordata,Aves,Passeriformes,Corvidae,Corvus frugilegus,Cone,497,MWS,,N,Y,Bowmaker 1979
Chordata,Aves,Passeriformes,Corvidae,Corvus frugilegus,Rod,504,Rod,,N,Y,Bowmaker 1979
Chordata,Aves,Passeriformes,Corvidae,Corvus frugilegus,Cone,565,LWS,,N,Y,Bowmaker 1979
Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Cone,369,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Cone,448,SWS,423,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Cone,500,MWS,516,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Rod,503,Rod,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Estrildidae,Amadina fasciata,Cone,563,LWS,575,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Cone,370,UVS,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Cone,430,SWS,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Cone,503,MWS,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Rod,507,Rod,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Cone,567,LWS,,N,Y,Bowmaker et al. 1997
Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Cone,369,UVS,,N,Y,Das et al. 1999; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Cone,444,SWS,414,N,Y,Das et al. 1999; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Cone,500,MWS,506,N,Y,Das et al. 1999; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Rod,506,Rod,,N,Y,Das et al. 1999; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Fringillidae,Serinus canaria,Cone,571,LWS,578,N,Y,Das et al. 1999; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,355,,,N,Y,Maier & Bowmaker 1993
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,355,UVS,,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,453,SWS,414,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,454,,,N,Y,Maier & Bowmaker 1993
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,499,,506,N,Y,Maier & Bowmaker 1993
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Rod,500,,,N,Y,Maier & Bowmaker 1993
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,501,MWS,515,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Rod,501,Rod,,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,567,LWS,570,N,Y,Maier & Bowmaker 1993; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix lutea,Cone,568,,564,N,Y,Maier & Bowmaker 1993
Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Cone,371,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Cone,448,SWS,413,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Cone,503,MWS,508,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Rod,503,Rod,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Paridae,Parus caeruleus,Cone,563,LWS,573,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeridae,Passer domesticus,Cone,445,SWS,,N,Y,Hart 2001
Chordata,Aves,Passeriformes,Passeridae,Passer domesticus,Cone,503,MWS,,N,Y,Hart 2001
Chordata,Aves,Passeriformes,Passeridae,Passer domesticus,Rod,504,Rod,,N,Y,Hart 2001
Chordata,Aves,Passeriformes,Passeridae,Passer domesticus,Cone,563,LWS,,N,Y,Hart 2001
Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Cone,371,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Cone,440,SWS,422,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Cone,500,MWS,513,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Rod,502,Rod,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Chloebia gouldiae,Cone,563,LWS,572,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Cone,373,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Cone,446,SWS,373,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Cone,500,MWS,446,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Rod,503,Rod,562,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Lonchura maja,Cone,562,LWS,500,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Cone,372,UVS,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Cone,443,SWS,415,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Cone,500,MWS,514,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Rod,503,Rod,,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Passeroidea,Neochmia modesta,Cone,565,LWS,567,N,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Cone,362,UVS,,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Cone,449,SWS,399,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Rod,503,Rod,,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Cone,504,MWS,515,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Sturnidae,Sturnus vulgaris,Cone,563,LWS,573,N,Y,Hart et al. 1998; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Cone,373,UVS,,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Cone,454,SWS,414,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Cone,504,MWS,515,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Rod,505,Rod,,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Passeriformes,Turdidae,Turdus merula,Cone,557,LWS,570,Y,Y,Hart et al. 2000; Hart & Vorobyev 2005
Chordata,Aves,Procellariiformes,Procellariidae,Puffinus pacificus,,406,,,Y,Y,Hart 2004; Hart & Vorobyev 2005
Chordata,Aves,Procellariiformes,Procellariidae,Puffinus pacificus,,450,,445,Y,Y,Hart 2004; Hart & Vorobyev 2005
Chordata,Aves,Procellariiformes,Procellariidae,Puffinus pacificus,,503,,506,Y,Y,Hart 2004; Hart & Vorobyev 2005
Chordata,Aves,Procellariiformes,Procellariidae,Puffinus pacificus,,566,,562,Y,Y,Hart 2004; Hart & Vorobyev 2005
Chordata,Aves,Procellariiformes,Procellariidae,Puffinus puffinus,Cone,402,UVS,,Y,Y,Bowmaker et al 1997
Chordata,Aves,Procellariiformes,Procellariidae,Puffinus puffinus,Cone,452,SWS,,Y,Y,Bowmaker et al 1997
Chordata,Aves,Procellariiformes,Procellariidae,Puffinus puffinus,Rod,505,Rod,,Y,Y,Bowmaker et al 1997
Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Cone,371,UVS,,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Cone,440,SWS,411,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Cone,499,MWS,507,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Rod,509,Rod,,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Cone,566,LWS,566,N,Y,Wright & Bowmaker 2001; Hart & Vorbyev 2005
Chordata,Aves,Rheiformes,Rheidae,Rhea americana,Cone,446,SWS,,N,Y,Wright & Bowmaker 2001
Chordata,Aves,Rheiformes,Rheidae,Rhea americana,Rod,504,Rod,,N,Y,Wright & Bowmaker 2001
Chordata,Aves,Rheiformes,Rheidae,Rhea americana,Cone,506,MWS,,N,Y,Wright & Bowmaker 2001
Chordata,Aves,Rheiformes,Rheidae,Rhea americana,Cone,570,LWS,,N,Y,Wright & Bowmaker 2001
Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Cone,403,UVS,,N,Y,Bowmaker and Martin 1985
Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Cone,450,SWS,,N,Y,Bowmaker and Martin 1985
Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Rod,504,Rod,,N,Y,Bowmaker and Martin 1985
Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Cone,543,LWS,,N,Y,Bowmaker and Martin 1985
Chordata,Aves,Strigiformes,Strigidae,Bubo virginianus,Rod,504,Rod,,N,Y,Jacobs et al. 1987
Chordata,Aves,Strigiformes,Strigidae,Bubo virginianus,Cone,555,LWS,,N,Y,Jacobs et al. 1987
Chordata,Aves,Strigiformes,Strigidae,Strix aluco,Cone,463,SWS,,N,Y,Bowmaker & Martin 1978
Chordata,Aves,Strigiformes,Strigidae,Strix aluco,Rod,503,Rod,,N,Y,Bowmaker & Martin 1978
Chordata,Aves,Strigiformes,Strigidae,Strix aluco,Cone,530,MWS,,N,Y,Bowmaker & Martin 1978
Chordata,Aves,Strigiformes,Strigidae,Strix aluco,Cone,555,LWS,,N,Y,Bowmaker & Martin 1978
Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Cone,405,UVS,,N,Y,Wright and Bowmaker 2001
Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Cone,444,SWS,417,N,Y,Wright and Bowmaker 2001
Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Rod,504,Rod,,N,Y,Wright and Bowmaker 2001
Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Cone,505,MWS,506,N,Y,Wright and Bowmaker 2001
Chordata,Aves,Struthioniformes,Struthionidae,Struthio camelus,Cone,570,LWS,552,N,Y,Wright and Bowmaker 2001
Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta cinerascens,Cone,498,MWS,,N,Y,Sillman et al. 1981
Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta cinerascens,Rod,504,Rod,,N,Y,Sillman et al. 1981
Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta cinerascens,Cone,564,LWS,,N,Y,Sillman et al. 1981
Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta perdicaria,Rod,501,Rod,,N,Y,Sillman et al. 1981
Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta perdicaria,Cone,566,LWS,,N,Y,Sillman et al. 1981
Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator mississippiensis,Cone,444,,,Y,Y,Sillman et al. 1991 (from Animal colour vision)
Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator mississippiensis,Rod,501,,,Y,Y,Sillman et al. 1991 (from Animal colour vision)
Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator mississippiensis,Cone,535,,,Y,Y,Sillman et al. 1991 (from Animal colour vision)
Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator mississippiensis,Cone,566,,,Y,Y,Sillman et al. 1991 (from Animal colour vision)
Chordata,Reptilia,Squamata,Agamidae,Ctenophorus ornatus,Cone,440,,470,N,Y,Barbour et al. 2002
Chordata,Reptilia,Squamata,Agamidae,Ctenophorus ornatus,Cone,493,,470,N,Y,Barbour et al. 2002
Chordata,Reptilia,Squamata,Agamidae,Ctenophorus ornatus,Cone,571,,470,N,Y,Barbour et al. 2002
Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,383,,,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,444,,390,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,481,,493,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,499,,493,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,568,,486,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,586,,486,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo dilepis,Cone,605,,486,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,375,,,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,444,,390,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,490,,493,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,559,,493,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,575,,486,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer pardalis,Cone,604,,486,N,Y,Bowmaker et al 2005
Chordata,Reptilia,Squamata,Boidae,Boa constrictor,Cone,357,,,Y,Y,Sillman et al. 2001
Chordata,Reptilia,Squamata,Boidae,Boa constrictor,Cone,549,,,Y,Y,Sillman et al. 2001
Chordata,Reptilia,Squamata,Colubridae,Masticophis flagellum,Cone,362,,,N,Y,Macedonia et al. 2009
Chordata,Reptilia,Squamata,Colubridae,Masticophis flagellum,Cone,458,,,N,Y,Macedonia et al. 2009
Chordata,Reptilia,Squamata,Colubridae,Masticophis flagellum,Cone,561,,,N,Y,Macedonia et al. 2009
Chordata,Reptilia,Squamata,Pythonidae,Python regius,Cone,360,,,Y,N,Davies et al. 2009
Chordata,Reptilia,Squamata,Pythonidae,Python regius,Cone,551,,,Y,N,Davies et al. 2009
Chordata,Reptilia,Squamata,Pythonidae,Python regius,Rod,494,,,Y,N,Sillman et al. 1999
Chordata,Reptilia,Squamata,Colubridae,Thamnophis sirtalis sirtalis,Cone,360,,,N,Y,Sillman et al. 1997
Chordata,Reptilia,Squamata,Colubridae,Thamnophis sirtalis sirtalis,Cone,482,,,N,Y,Sillman et al. 1997
Chordata,Reptilia,Squamata,Colubridae,Thamnophis sirtalis sirtalis,Cone,554,,,N,Y,Sillman et al. 1997
Chordata,Reptilia,Squamata,Colubridae,Xenopeltis unicolor,Cone,361,,,Y,N,Davies et al. 2009
Chordata,Reptilia,Squamata,Colubridae,Xenopeltis unicolor,Cone,550,,,Y,N,Davies et al. 2009
Chordata,Reptilia,Squamata,Colubridae,Lampropeltis getula,Cone,493,,,Y,Y,
Chordata,Reptilia,Squamata,Colubridae,Lampropeltis getula,Cone,370,,,Y,Y,
Chordata,Reptilia,Squamata,Colubridae,Lampropeltis getula,Cone,538,,,Y,Y,
Chordata,Reptilia,Squamata,Colubridae,Arizona elegans,Cone,484,,,Y,N,
Chordata,Reptilia,Squamata,Colubridae,Arizona elegans,Cone,366,,,Y,N,
Chordata,Reptilia,Squamata,Colubridae,Arizona elegans,Cone,538,,,Y,N,
Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus lecontei,Cone,487,,,Y,N,
Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus lecontei,Cone,372,,,Y,N,
Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus lecontei,Cone,539,,,Y,N,
Chordata,Reptilia,Squamata,Colubridae,Hypsiglena torquata,Cone,500,,,Y,N,
Chordata,Reptilia,Squamata,Colubridae,Hypsiglena torquata,Cone,371,,,Y,N,
Chordata,Reptilia,Squamata,Colubridae,Hypsiglena torquata,Cone,534,,,Y,N,
Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion caspium,,365,,,Y,Y,Govardovskii et al. 1984
Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion caspium,,452,,,Y,Y,Govardovskii et al. 1984
Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion caspium,,534,,,Y,Y,Govardovskii et al. 1984
Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion fedtschenkoi,,356,,,Y,N,Govardovskii et al. 1984
Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion fedtschenkoi,,451,,,Y,N,Govardovskii et al. 1984
Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion fedtschenkoi,,535,,,Y,N,Govardovskii et al. 1984
Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion kotschyi,,365,,,Y,Y,Govardovskii et al. 1984
Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion kotschyi,,460,,,Y,Y,Govardovskii et al. 1984
Chordata,Reptilia,Squamata,Gekkonidae,Cyrtopodion kotschyi,,537,,,Y,Y,Govardovskii et al. 1984
Chordata,Reptilia,Squamata,Gekkonidae,Gekko gekko,Rod,364,SWS,,Y,N,Loew 1994
Chordata,Reptilia,Squamata,Gekkonidae,Gekko gekko,Rod,467,SWS,,Y,N,Loew 1994
Chordata,Reptilia,Squamata,Gekkonidae,Gekko gekko,Rod,521,LWS,,Y,N,Loew 1994
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus frenatus,,365,,,Y,N,
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus frenatus,,466,,,Y,N,"Crescitelli et al. 1977 J. Physiol. 268, 559–573"
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus frenatus,,520,,,Y,N,"Crescitelli et al. 1977 J. Physiol. 268, 559–573"
Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus scincus,,365,,,Y,N,Loew et al. 1996
Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus scincus,,452,,,Y,N,Loew et al. 1996
Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus scincus,,533,,,Y,N,Loew et al. 1996
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus garnotii,Cone,363,SWS,,Y,Y,Loew et al. 1996
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus garnotii,Cone,464,SWS,,Y,Y,Loew et al. 1996
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus garnotii,Cone,521,LWS,,Y,Y,Loew et al. 1996
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus platyurus,,365,,,Y,Y,Crescitelli et al. 1977
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus platyurus,,465,,,Y,Y,Crescitelli et al. 1977
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus platyurus,,527,,,Y,Y,Crescitelli et al. 1977
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus turcicus,Cone,366,SWS,,Y,N,Loew et al. 1996
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus turcicus,Cone,467,SWS,,Y,N,Loew et al. 1996
Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus turcicus,Cone,527,LWS,,Y,N,Loew et al. 1996
Chordata,Reptilia,Squamata,Gekkonidae,Ptychozoon lionotum,,365,,,Y,N,Crescitelli et al. 1977
Chordata,Reptilia,Squamata,Gekkonidae,Ptychozoon lionotum,,470,,,Y,N,Crescitelli et al. 1977
Chordata,Reptilia,Squamata,Gekkonidae,Ptychozoon lionotum,,523,,,Y,N,Crescitelli et al. 1977
Chordata,Reptilia,Squamata,Iguanidae,Anolis bahorucoensis,,365,,,Y,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis bahorucoensis,,450,,397,Y,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis bahorucoensis,,500,,450,Y,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis bahorucoensis,,569,,500,Y,Y,Loew et al. 2002
Chordata,Reptilia,Squamata,Iguanidae,Anolis carolinensis,Cone,365,,,N,Y,Kawamura & Yokoyama 1998; updated 8/24 per Joshua Grosse
Chordata,Reptilia,Squamata,Iguanidae,Anolis carolinensis,Cone,462,,,N,Y,Kawamura & Yokoyama 1998; updated 8/24 per Joshua Grosse
Chordata,Reptilia,Squamata,Iguanidae,Anolis carolinensis,Cone,503,,,N,Y,Kawamura & Yokoyama 1998; updated 8/24 per Joshua Grosse
Chordata,Reptilia,Squamata,Iguanidae,Anolis carolinensis,Cone,625,,,N,Y,Kawamura & Yokoyama 1998; updated 8/24 per Joshua Grosse
